prompt,response,originality,elaboration,dissimilarity,elaboration_SW,flexibility,flexibility_augmented
box,make bracelets out of,2.0,4,0.3038872480392456,2,1,0.712875197472354
box,suitcase,1.3,1,0.3300001621246338,1,0,0.0
box,"build a ""fort"" for a child",1.8,8,0.3521471619606018,5,2,1.7721169036334914
box,put food in (ready to eat),1.3,8,0.3342092037200928,6,1,0.7768562401263823
box,design it,1.0,2,0.29195940494537354,1,1,0.712875197472354
box,used to create a sound absorbing recording studio,3.9,8,0.3462892770767212,6,1,0.8732227488151658
box,bird bath,2.8,2,0.28202545642852783,2,0,0.0
box,mini replica of a town,2.8,5,0.3293898105621338,3,0,0.0
box,sled for going down hills,1.3,5,0.32285237312316895,3,1,0.712875197472354
box,organization,1.0,1,0.3574727177619934,1,0,0.0
box,use as a time capsule,1.5,5,0.32259178161621094,3,1,0.712875197472354
box,make a kite out of it,3.0,6,0.3397986888885498,2,1,0.712875197472354
box,cardboard canvas,2.3,2,0.3143296241760254,2,1,0.712875197472354
box,magazine holder,1.0,2,0.3123628497123718,2,1,0.7768562401263823
box,make a car out of,1.3,5,0.28783118724823,2,2,1.4897314375987363
box,rearrange the box as an umbrella,2.3,6,0.32721221446990967,3,1,0.7768562401263823
box,A derby car,2.1,3,0.2648337483406067,2,1,0.7768562401263823
box,bathroom,1.3,1,0.3178698420524597,1,0,0.0
box,protection,1.8,1,0.33758389949798584,1,0,0.0
box,Door,1.3,1,0.327700674533844,1,0,0.0
box,you could use it as a giant baby shower gift and paint it to make it look like a letter-box,1.8,20,0.4126783609390259,11,2,3.011848341232228
box,jail,2.0,1,0.3378138542175293,1,0,0.0
box,make clothing out of the cardboard,2.0,6,0.3120139241218567,3,1,1.425750394944708
box,sleep in it,1.4,3,0.29225051403045654,1,1,0.9020537124802528
box,rain hat,1.6,2,0.30858778953552246,2,1,0.8649289099526066
box,A dungeon for my puppy,2.4,5,0.30884993076324463,2,0,0.0
box,hide alcohol,1.7,2,0.29531753063201904,2,1,0.9020537124802528
box,Frame for art,2.1,3,0.3021862506866455,2,1,0.712875197472354
box,live in it,1.2,3,0.3045024275779724,1,0,0.0
box,shooting target,1.8,2,0.31983327865600586,2,0,0.0
box,wrap presents in,1.0,3,0.2743867039680481,2,0,0.0
box,closet,1.3,1,0.32265621423721313,1,0,0.0
box,soccer ball,2.2,2,0.30944615602493286,2,0,0.0
box,play tunnel,1.9,2,0.28366708755493164,2,1,0.8732227488151658
box,You can do anything with a  as long as you have your IMAGINATION,1.0,13,0.4387492537498474,3,0,0.0
box,use it to make a sand castle,2.7,7,0.32455116510391235,4,1,1.425750394944708
box,Taking a   cut up into unusual shapes  then use them as clothing,2.0,12,0.3845779299736023,6,2,1.5829383886255926
box,make it into a car looking thing for a toddler to sit in,2.0,13,0.3732643127441406,6,3,2.354660347551343
box,To use as a stepping stool,1.0,6,0.3089035749435425,3,1,0.712875197472354
box,map,2.3,1,0.3438425064086914,1,0,0.0
box,rabbit trap,1.5,2,0.2873694896697998,2,0,0.0
box,secret getaway,2.7,2,0.3073878884315491,2,0,0.0
box,A home,1.2,2,0.2768477201461792,1,1,0.8700631911532386
box,sound amplifier,2.6,2,0.32953137159347534,2,0,0.0
box,tv,1.6,1,0.3495021462440491,1,0,0.0
box,graffiti target,2.1,2,0.2956268787384033,2,0,0.0
box,to build a mini city,3.0,5,0.30400562286376953,3,1,0.8700631911532386
box,pedestal,1.7,1,0.34161752462387085,1,0,0.0
box,use as shoes,1.8,3,0.28239351511001587,2,1,0.712875197472354
box,pretend car,1.6,2,0.28382766246795654,2,1,0.7768562401263823
box,storing things,1.0,2,0.2813447117805481,2,0,0.0
box,using it as a shield,1.6,5,0.3314717411994934,2,1,0.8649289099526066
box,a make-believe house...or castle or cave,1.8,8,0.3891412615776062,5,0,0.0
box,a tote,1.3,2,0.2850760221481323,1,0,0.0
box,dart board,3.6,2,0.30565345287323,2,0,0.0
box,use it as a TV stand,1.7,6,0.29873722791671753,3,1,0.712875197472354
box,eat dinner off of it,1.7,5,0.3175191879272461,2,0,0.0
box,To plant fruits and veggies,2.1,5,0.3630402088165283,3,0,0.0
box,home for a broke college student,1.7,6,0.3377975821495056,4,1,0.8700631911532386
box,eat it,2.2,2,0.2881509065628052,1,0,0.0
box,tree topper,2.3,2,0.28950434923171997,2,0,0.0
box,a new mask,1.9,3,0.29012250900268555,2,0,0.0
box,coloring for children,1.3,3,0.3224858045578003,2,0,0.0
box,make an art project,1.2,4,0.3010767102241516,3,1,1.425750394944708
box,art,1.3,1,0.3591667413711548,1,1,0.712875197472354
box,twister mat/game board,3.0,3,0.35019540786743164,3,0,0.0
box,a helmet for going into outer space,3.2,7,0.35421931743621826,4,1,0.7768562401263823
box,plane,1.6,1,0.3364942669868469,1,0,0.0
box,lunch,1.7,1,0.3512876629829407,1,0,0.0
box,fold it so it resembles a baseball bat and use it to hit with,3.7,14,0.40086090564727783,6,1,0.712875197472354
box,a wagon,2.4,2,0.26762956380844116,1,0,0.0
box,burn it for light or warmth,2.0,6,0.32562965154647827,3,0,0.0
box,To use as a peg leg,3.3,6,0.33356016874313354,3,1,0.712875197472354
box,play toy,1.3,2,0.28527629375457764,2,1,1.7464454976303316
box,door stopper,1.6,2,0.31672221422195435,2,0,0.0
box,study guide,2.0,2,0.2952730059623718,2,0,0.0
box,Clubhouse that's bigger on the inside than it appears to be on the out,2.3,15,0.4252808094024658,5,1,0.9020537124802528
box,Refrigerator,1.6,1,0.3283008337020874,1,0,0.0
box,use it as an oven,2.7,5,0.3227180242538452,2,1,0.712875197472354
box,toys,1.5,1,0.31809258460998535,1,0,0.0
box,break it down if it is cardboard and use it as a sled on a hill,1.3,16,0.3785141110420227,5,1,2.138625592417062
box,a house,1.4,2,0.2620561718940735,1,1,0.7768562401263823
box,smashing,2.0,1,0.34783822298049927,1,0,0.0
box,to plant flowers in,2.0,4,0.31534987688064575,2,0,0.0
box,Cut up and design things with,1.3,6,0.32861030101776123,3,2,1.5829383886255926
box,a recycling bin,1.3,3,0.2742953300476074,2,0,0.0
box,can make flip flops out the,2.7,6,0.3346443176269531,3,1,0.712875197472354
box,as an imaginary place,2.2,4,0.31882554292678833,2,1,0.8700631911532386
box,a can be an anger management tool  when you feel angry just take it out on the ,2.7,17,0.4202122092247009,6,1,0.9020537124802528
box,Put tape around it about 1000 times and roll it down a landfill hill and see how much stuff you collect,4.3,21,0.4216689467430115,12,1,0.7768562401263823
box,to stack and measure height,2.8,5,0.33044344186782837,3,0,0.0
box,break it down and use it as a sail (cardboard box),3.7,13,0.3521283268928528,7,1,0.712875197472354
box,mat for framing,2.5,3,0.3083527088165283,2,1,0.9020537124802528
box,musical instrument,1.8,2,0.3209080100059509,2,0,0.0
box,used as a table,1.8,4,0.3119560480117798,2,1,1.7464454976303316
box,can make a sculpture/ figure out of pieces,2.7,8,0.3642374277114868,4,1,0.712875197472354
box,paperweight,1.8,1,0.30362123250961304,1,0,0.0
box,fence,1.9,1,0.3258128762245178,1,0,0.0
box,sand holder,1.3,2,0.2910250425338745,2,1,0.7768562401263823
box,Clothing,1.1,1,0.32672351598739624,1,0,0.0
box,driving a car,1.3,3,0.281558096408844,2,1,0.7768562401263823
box,to make a robot costume for halloween,2.3,7,0.3291223645210266,4,1,1.425750394944708
box,laundry basket,1.7,2,0.2799690365791321,2,0,0.0
box,to set a blaze,2.2,4,0.3092467188835144,2,0,0.0
box,truck,1.3,1,0.3261227011680603,1,0,0.0
box,wear as a hat,1.8,4,0.30294716358184814,2,1,0.8649289099526066
box,deconstructed and made into skirt if it were cardboard (or make a shirt),2.5,15,0.4063747525215149,8,1,1.425750394944708
box,barbie house,2.0,2,0.30030709505081177,2,1,0.7768562401263823
box,recycle,1.5,1,0.3118061423301697,1,0,0.0
box,a chainsaw,2.0,2,0.28842365741729736,1,0,0.0
box,decorate it and make it into a kid size computer toy,2.5,11,0.370383083820343,6,2,2.4593206951026856
box,stash of cigarillos,1.7,3,0.33256030082702637,2,0,0.0
box,shoebox,1.0,1,0.2957882285118103,1,0,0.0
box,friend,1.6,1,0.3391808271408081,1,0,0.0
box,footstool,1.8,1,0.3529207706451416,1,0,0.0
box,peg board for painting hardware,3.0,5,0.31118011474609375,4,0,0.0
box,fill it up with infinite smaller to make a Russian doll figure,3.7,12,0.3971153497695923,7,1,0.712875197472354
box,Using it as a lamp shade,3.3,6,0.31591469049453735,3,1,0.8649289099526066
box,your little apartment,2.3,3,0.3074161410331726,2,0,0.0
box,you could make a fort out of it,1.8,8,0.38181161880493164,3,2,2.2958135860979465
box,covering for light switches,2.3,4,0.29784613847732544,3,0,0.0
box,target,2.0,1,0.3445788025856018,1,0,0.0
box,make furniture,1.8,2,0.26875317096710205,2,1,0.712875197472354
box,Planter for plants,2.1,3,0.337668240070343,2,0,0.0
box,I could make a doll house out of the,1.3,9,0.37546318769454956,4,2,2.2026066350710902
box,Use it as a painting canvas,1.9,6,0.31504231691360474,3,1,0.712875197472354
box,hot sauce,1.7,2,0.32813262939453125,2,0,0.0
box,to wear as a hat,2.0,5,0.3061494827270508,2,1,0.8649289099526066
box,A target,2.0,2,0.29235076904296875,1,0,0.0
box,to be a chair,1.8,4,0.2775307297706604,1,1,0.8700631911532386
box,meditation,2.4,1,0.33950936794281006,1,0,0.0
box,whoop,1.0,1,0.3616398572921753,1,0,0.0
box,Use the as a black on stage during a theatre improv activity,3.0,12,0.37798094749450684,6,1,0.712875197472354
box,sit on,1.2,2,0.3119630217552185,1,0,0.0
box,wear as a shpe,1.2,4,0.35586196184158325,2,0,0.0
box,Soggy hat in the rain,2.4,5,0.34944987297058105,3,1,0.8649289099526066
box,Stepping stool,1.0,2,0.2929520606994629,2,0,0.0
box,use it as a blanket (open it all up),1.7,11,0.359094500541687,5,1,0.712875197472354
box,a soccer goal,2.3,3,0.30807846784591675,2,0,0.0
box,coloring room,2.1,2,0.2776007056236267,2,1,0.9020537124802528
box,home for little animals,1.5,4,0.3204706907272339,3,1,0.8700631911532386
box,use it to do a craft,1.8,6,0.2910827398300171,2,1,0.712875197472354
box,tiny house,1.3,2,0.28758150339126587,2,1,0.7768562401263823
box,Water raft,2.7,2,0.29203784465789795,2,0,0.0
box,hide things in it,1.3,4,0.290912926197052,2,1,0.9020537124802528
box,wear the box to start a new trend,2.3,8,0.33395981788635254,5,1,0.7768562401263823
box,a play tv show,2.7,4,0.2836959958076477,3,1,0.8732227488151658
box,as a floor rug,1.9,4,0.2908473014831543,2,0,0.0
box,barbie doll home,3.0,3,0.33535391092300415,3,1,0.8700631911532386
box,Animal Play,1.7,2,0.2744191884994507,2,2,1.7432859399684044
box,make figures on your wall,2.0,5,0.29645609855651855,3,2,1.5860979462875198
box,A convenient table,1.7,3,0.2904333472251892,2,1,0.8732227488151658
box,use as mulch,3.2,3,0.3635931611061096,2,1,0.712875197472354
box,fort to play in,1.7,4,0.29992663860321045,2,2,1.7432859399684044
box,basketball goal,2.5,2,0.3162311911582947,2,0,0.0
box,Hold books,1.0,2,0.28646063804626465,2,1,0.8649289099526066
box,table top,1.3,2,0.3314847946166992,2,1,0.8732227488151658
box,to build a play fort,1.7,5,0.2818796634674072,3,2,2.613349131121643
box,Use it as a laundry hamper,1.3,6,0.3467068672180176,3,1,0.712875197472354
box,hip them up and make trash,2.0,6,0.3437114357948303,3,1,0.712875197472354
box,road blocks,2.3,2,0.298689603805542,2,0,0.0
box,make it into a house,1.7,5,0.2932610511779785,2,2,1.4897314375987363
box,use them on a table as a tablecloth,2.8,8,0.3477943539619446,3,2,1.5860979462875198
box,wrap yourself up as a present,1.5,6,0.36858826875686646,2,0,0.0
box,cut it up an make a costume,2.5,7,0.33153235912323,3,2,2.2958135860979465
box,cover a spider from moving,2.0,5,0.29809170961380005,3,1,0.8649289099526066
box,break up and use as plates,1.9,6,0.32530027627944946,3,1,0.712875197472354
box,to store socks,1.0,3,0.2684134840965271,2,1,0.7768562401263823
box,habitat,1.3,1,0.3715316653251648,1,0,0.0
box,lampshade,2.4,1,0.3079723119735718,1,0,0.0
box,a bird feeder,3.0,3,0.2940213680267334,2,0,0.0
box,as a sporting game,1.9,4,0.3173300623893738,2,0,0.0
box,hang it off a ceiling and have things or words drawn on it,2.7,13,0.3576691150665283,5,0,0.0
box,play television,1.3,2,0.296269953250885,2,1,0.8732227488151658
box,play armor,1.6,2,0.311065673828125,2,1,0.8732227488151658
box,A ball,1.3,2,0.27894729375839233,1,0,0.0
box,giant Lego,3.3,2,0.3127748370170593,2,0,0.0
box,earphones,1.9,1,0.3241161108016968,1,0,0.0
box,a cage for animals,2.2,4,0.28848040103912354,2,0,0.0
box,hold food,1.0,2,0.26630473136901855,2,1,0.8649289099526066
box,A dollhouse,2.0,2,0.2656416893005371,1,0,0.0
box,TV stand,1.8,2,0.2832130789756775,2,0,0.0
box,use it as a bed,1.7,5,0.3002917766571045,2,1,0.712875197472354
box,to play house inside it,1.7,5,0.27118319272994995,3,3,2.552132701421801
box,to use as paddles,3.5,4,0.2940414547920227,2,1,0.712875197472354
box,see how far it can be kicked,1.7,7,0.34641873836517334,3,0,0.0
box,Shoe,1.2,1,0.33771008253097534,1,0,0.0
box,The can be used as covers for your shoes on a day with bad weather,3.0,15,0.4120439887046814,6,1,0.8732227488151658
box,a very ineffective helmet,2.4,4,0.3002650737762451,2,0,0.0
box,old pictures,1.0,2,0.2991846799850464,2,0,0.0
box,skyscraper,1.9,1,0.34160172939300537,1,0,0.0
box,to keep warm,1.7,3,0.2953866720199585,2,1,0.7768562401263823
box,art canvas,1.7,2,0.31503647565841675,2,1,0.712875197472354
box,Using it as a way to stop a vehicle from rolling away,2.1,12,0.41626232862472534,6,1,0.8649289099526066
box,tape it up as a makeshift basketball hoop  got to cut the bottom out,2.7,14,0.383312463760376,7,1,0.8700631911532386
box,bar stool,1.9,2,0.3033375144004822,2,0,0.0
box,put between you and someone you don't want to talk to,2.7,12,0.3799048662185669,5,2,1.6789099526066351
box,a crib for a baby,2.5,5,0.33214879035949707,2,0,0.0
box,The could be cut and turned into a funky pair of shoes,2.3,12,0.381963312625885,6,2,1.5829383886255926
box,used as a bowl to hold food,1.7,7,0.36690402030944824,4,2,1.7381516587677726
box,using pieces of the to incorporate in mixed medium art,2.1,10,0.4164358973503113,6,2,1.5778041074249605
box,can build a play house for child dolls,2.2,8,0.3280642628669739,5,4,3.4221958925750395
box,To sleep in,1.3,3,0.2851182818412781,1,1,0.9020537124802528
box,punching bag,2.6,2,0.29815173149108887,2,1,0.8649289099526066
box,wear the   as a costume,1.6,5,0.3082091808319092,2,1,0.712875197472354
box,animal cage,1.7,2,0.3010956645011902,2,1,0.8700631911532386
box,computer,1.3,1,0.3381824493408203,1,0,0.0
box,Impromptu kitty litter,2.3,3,0.32223474979400635,3,0,0.0
box,cover,1.3,1,0.35603010654449463,1,1,0.8649289099526066
box,to wear as an outfit,1.7,5,0.31366676092147827,2,0,0.0
box,Use it to tape to the bottom of shoes so they don't get messed up,2.4,16,0.3944960832595825,7,1,0.712875197472354
box,floor covering painting,1.9,3,0.290521502494812,3,0,0.0
box,a cave,2.7,2,0.27323025465011597,1,0,0.0
box,draw a picture on it,1.7,5,0.2909476161003113,2,0,0.0
box,holding stuffed animals,1.3,3,0.29024893045425415,3,0,0.0
box,pole,1.3,1,0.3644288182258606,1,0,0.0
box,hideout,1.2,1,0.3541874289512634,1,0,0.0
box,used to protect something valuable,1.2,5,0.30970197916030884,4,1,1.7464454976303316
box,Some people could find it interesting to make a hat out of it because the flaps could look like a ball cap and then you could decorate it as much as you wanted to,1.9,34,0.4480774402618408,16,4,3.9407582938388623
box,Make it a drum,1.9,4,0.28177815675735474,2,1,0.712875197472354
box,to put junk or past memories,1.0,6,0.3210769295692444,4,1,0.7768562401263823
box,form of communication,2.4,3,0.32747459411621094,2,0,0.0
box,cut out a door and use as a pet house,1.5,10,0.3406861424446106,5,3,3.136650868878357
box,"cut apart and use the sides as ""canvases""",2.0,10,0.3743078112602234,7,3,2.4849921011058456
box,throw boxes at each other,1.5,5,0.3586779236793518,2,0,0.0
box,to hide in,1.4,3,0.28188103437423706,1,1,0.9020537124802528
box,trap,1.5,1,0.33149194717407227,1,0,0.0
box,eat in a,1.3,3,0.28223520517349243,1,0,0.0
box,you could wrap a present in it,1.0,7,0.3320210576057434,3,1,0.712875197472354
box,broken down can be used to break dance,2.1,8,0.3558869957923889,4,1,0.8732227488151658
box,paint face on,1.6,3,0.2852984070777893,2,0,0.0
box,cover something up with it,1.7,5,0.2974582314491272,2,2,1.7381516587677726
box,use it as a cart by putting wheels on it,2.3,10,0.3368280529975891,4,1,0.712875197472354
box,paint brush/ painting tool,2.1,4,0.35789841413497925,4,0,0.0
box,cardboard robot,2.0,2,0.28521037101745605,2,1,0.712875197472354
box,as a target (shooting darts etc),2.8,8,0.3661489486694336,6,0,0.0
box,shack,1.3,1,0.3494015336036682,1,0,0.0
box,hide a midges for a scary Halloween prank,2.7,8,0.3566770553588867,5,1,0.9020537124802528
box,playhouse,1.3,1,0.33715492486953735,1,0,0.0
box,a light switch,2.2,3,0.3012118339538574,2,0,0.0
box,Putting electrical components in it to hide them the decorating the outside of it,1.3,14,0.3968281149864197,6,1,0.9020537124802528
box,garbage can,1.1,2,0.300417959690094,1,0,0.0
box,art board,1.6,2,0.3141236901283264,2,1,0.712875197472354
box,to build a fort with,1.7,5,0.3189530372619629,2,1,1.7401263823064772
box,Mouse Catcher,2.1,2,0.2878912091255188,2,0,0.0
box,mine craft mask,2.0,3,0.2939629554748535,3,0,0.0
box,wagon,2.4,1,0.3206711411476135,1,0,0.0
box,use it as a coffee table,1.7,6,0.30888766050338745,3,2,1.5860979462875198
box,"cardboard: sew through it, making crochet around the box",3.0,11,0.37756848335266113,8,1,0.7768562401263823
box,phone,1.3,1,0.3355872631072998,1,0,0.0
box,building a house,1.3,3,0.2575279474258423,2,1,0.7768562401263823
box,wear it as a hat,1.8,5,0.3211381435394287,2,1,0.8649289099526066
box,pretend microwave,2.3,2,0.3033163547515869,2,0,0.0
box,you could use it as a lunch,1.7,7,0.36853235960006714,3,1,1.425750394944708
box,pictures,2.0,1,0.33271950483322144,1,0,0.0
box,litter,2.0,1,0.3419724106788635,1,0,0.0
box,hair things,1.8,2,0.2850688695907593,2,0,0.0
box,football,1.3,1,0.3759647011756897,1,0,0.0
box,interdimensional portal,3.3,2,0.4005577564239502,2,0,0.0
box,pretend its a car,1.8,4,0.30211663246154785,2,1,0.7768562401263823
box,as a costume - add some string and glue,2.5,9,0.36128997802734375,5,1,0.712875197472354
box,unfold it and use it to draw on,1.7,8,0.3520093560218811,3,1,0.712875197472354
box,a bath tub,1.9,3,0.2957119941711426,2,0,0.0
box,Painting board,1.6,2,0.29478633403778076,2,0,0.0
box,plant weed plants,2.0,3,0.3634689450263977,3,0,0.0
box,turn into a prayer box,1.5,5,0.2791294455528259,3,1,0.7768562401263823
box,use pieces of the to make ornaments and various objects that could be used in daily life,2.0,17,0.4150373339653015,10,2,3.011848341232228
box,Wear it as a costume,1.6,5,0.32304811477661133,2,1,0.712875197472354
box,design a room in,1.7,4,0.272893488407135,2,2,1.6149289099526067
box,a refrigerator,2.0,2,0.28005552291870117,1,0,0.0
box,For use as a turtle shell when making a turtle costume,3.3,11,0.3904494643211365,6,1,1.425750394944708
box,book bag,2.0,2,0.28841012716293335,2,1,0.8649289099526066
box,skate boarding,1.3,2,0.3269479274749756,2,0,0.0
box,a home or place to sleep,1.0,6,0.35371559858322144,3,2,2.64218009478673
box,deceased body,1.6,2,0.33800143003463745,2,0,0.0
box,make it like a hat,1.7,5,0.3009968400001526,3,3,2.4510268562401265
box,toy chest,1.3,2,0.2777585983276367,2,1,0.8732227488151658
box,model for a solar system,1.7,5,0.3565748929977417,3,0,0.0
box,put ready-to-drink juice in,1.3,4,0.3582776188850403,3,1,0.7768562401263823
box,pooper scooper,2.7,2,0.3039475679397583,2,0,0.0
box,place to hide money,1.3,4,0.2911641001701355,3,2,1.7721169036334914
box,make a home for small animal,1.8,6,0.3283626437187195,4,2,3.3230647709320698
box,as a demonstration of the concept of volume,2.7,8,0.40262371301651,3,0,0.0
box,make a play car,1.8,4,0.2640305757522583,3,3,2.3629541864139023
box,table service to play dice,1.7,5,0.33931392431259155,4,1,1.7464454976303316
box,to block,1.0,2,0.28358423709869385,1,0,0.0
box,fishtank holder,1.3,2,0.2871788740158081,2,1,0.7768562401263823
box,windmill,3.7,1,0.33563822507858276,1,0,0.0
box,bear trap,2.7,2,0.30760395526885986,2,0,0.0
box,put someone in,1.0,3,0.2942856550216675,2,2,1.6789099526066351
box,packing,1.0,1,0.33688127994537354,1,0,0.0
box,Make a costume,1.3,3,0.26638197898864746,2,1,1.425750394944708
box,a tunnel,2.0,2,0.27749204635620117,1,0,0.0
box,use the as a car and have fun,1.7,8,0.33118486404418945,3,2,1.4897314375987363
box,"pretend spaceship, or submarine",2.3,5,0.3286662697792053,4,0,0.0
box,Use it as a shelter,1.3,5,0.3184073567390442,2,1,0.712875197472354
box,end table,2.0,2,0.32789409160614014,2,1,0.8732227488151658
box,igloo,2.4,1,0.3337775468826294,1,0,0.0
box,goal,2.1,1,0.3599390983581543,1,0,0.0
box,a clubhouse,1.6,2,0.2821752429008484,1,0,0.0
box,statue,1.8,1,0.3352353572845459,1,0,0.0
box,you can use it to make a bird house,2.3,9,0.34713220596313477,4,2,2.2026066350710902
box,A hiding place when playing hide and go seek,1.9,9,0.3550122380256653,6,2,1.7721169036334914
box,use it as a type of flower pot with soil in it,1.7,12,0.3906726837158203,5,1,0.712875197472354
box,mail carrier,1.2,2,0.31095200777053833,2,0,0.0
box,smoking inside it,1.9,3,0.28212326765060425,2,1,0.9020537124802528
box,Use to put pencils  hairbows  or any type of accessory or supply in,1.3,13,0.3860313892364502,7,2,1.4897314375987363
box,to line them up and measure length,2.5,7,0.35013651847839355,3,0,0.0
box,Shipping tool,1.0,2,0.28279703855514526,2,0,0.0
box,flooring,1.8,1,0.3109598755836487,1,0,0.0
box,as a laundry hamper,1.8,4,0.33926117420196533,2,0,0.0
box,seafood feast tray,2.7,3,0.3396180272102356,3,0,0.0
box,projector when you cut out the hole,3.6,7,0.3216133713722229,3,2,1.7349921011058451
box,keep insects,1.5,2,0.2982020974159241,2,1,0.7768562401263823
box,A bed,1.7,2,0.27283090353012085,1,0,0.0
box,put mail in,1.0,3,0.2948628067970276,2,1,0.7768562401263823
box,make shoes,2.1,2,0.2833024263381958,2,1,0.712875197472354
box,Using a as a hat,1.3,5,0.31889522075653076,2,1,1.7298578199052133
box,you could use it as a sled,1.3,7,0.3570708632469177,3,1,2.138625592417062
box,pack things in,1.0,3,0.2865421772003174,2,0,0.0
box,"play ""hop over the box""",3.0,7,0.33537358045578003,5,1,0.8732227488151658
box,to undress and dress yourself inside the box,2.5,8,0.351188063621521,4,2,1.6789099526066351
box,weight,1.6,1,0.35931211709976196,1,0,0.0
box,a pillow,2.0,2,0.27685457468032837,1,0,0.0
box,baby changing mat,2.3,3,0.2854408025741577,3,1,0.9020537124802528
box,A costume,1.3,2,0.2707352042198181,1,1,0.712875197472354
box,kindling for fire,1.9,3,0.3265324831008911,2,1,0.8649289099526066
box,Treasure Chest,1.9,2,0.3017573356628418,2,0,0.0
box,essential moving tool,1.0,3,0.3035964369773865,3,0,0.0
box,slide,1.8,1,0.33038824796676636,1,0,0.0
box,as a thing for children to put things that start with a B for Box,2.8,15,0.38257521390914917,7,2,2.418641390205371
box,use it for planting,2.0,4,0.33385342359542847,2,1,0.712875197472354
box,ship your cat to hong kong,2.3,6,0.34115391969680786,4,1,0.8649289099526066
box,money,1.5,1,0.34431785345077515,1,0,0.0
box,a lamp shade,3.0,3,0.27321505546569824,2,0,0.0
box,as a home,1.5,3,0.30539190769195557,1,1,0.8700631911532386
box,to pee in,1.7,3,0.2930600047111511,1,0,0.0
box,to climb on,1.3,3,0.28496700525283813,1,0,0.0
box,a lift for a car,2.0,5,0.2823562026023865,2,1,0.7768562401263823
box,haute couture,2.4,2,0.4420778155326843,2,0,0.0
box,cutting broad,2.1,2,0.3222056031227112,2,0,0.0
box,You can wear a large on your back to emulate a turtle,3.0,12,0.4019851088523865,5,0,0.0
box,MAKE A SMALL ROOM FOR BABY TO PLAY,1.9,8,0.36063480377197266,5,4,3.358214849921011
box,use as an item to toss around,1.5,7,0.3260312080383301,4,1,0.712875197472354
box,mail box,1.2,2,0.29142504930496216,2,1,0.7768562401263823
box,shoe storage,1.0,2,0.28870242834091187,2,1,0.8732227488151658
box,Insulation,2.1,1,0.33953577280044556,1,0,0.0
box,fish tank,2.3,2,0.2968396544456482,2,0,0.0
box,"box when used by little kids serves as a playhouse, race car, boat",1.7,15,0.3876493573188782,11,3,2.3629541864139023
box,puppet,2.4,1,0.326274037361145,1,0,0.0
box,Hiding place for a birthday present,1.6,6,0.31277239322662354,4,1,0.8700631911532386
box,place to go to the bathroom in,1.6,7,0.3314870595932007,3,1,0.8700631911532386
box,arm bandage,3.3,2,0.3009752631187439,2,0,0.0
box,sheet,1.9,1,0.3274959325790405,1,0,0.0
box,hide a snake,2.0,3,0.27367568016052246,2,1,0.9020537124802528
box,Note,1.0,1,0.37114065885543823,1,0,0.0
box,use them to transport things,1.0,5,0.29899901151657104,3,1,0.712875197472354
box,roll it down a hill,2.5,5,0.3262168765068054,2,0,0.0
box,capture a raccoon,1.3,3,0.35571378469467163,2,0,0.0
box,a couch,2.3,2,0.2856528162956238,1,0,0.0
box,Cut out pieces and use them to build cardboard models,2.0,10,0.36433470249176025,6,2,3.165876777251185
box,use for shade,2.7,3,0.283111572265625,2,1,0.712875197472354
box,hide stuff,1.3,2,0.2837901711463928,2,1,0.9020537124802528
box,wheel,2.0,1,0.32752150297164917,1,0,0.0
box,boxing practice,2.1,2,0.3127567768096924,2,0,0.0
box,put clothes in,1.0,3,0.2839425206184387,2,1,0.7768562401263823
box,a weapon in a wrestling match,2.0,6,0.4024597406387329,3,0,0.0
box,kitten carrying case,2.0,3,0.29196691513061523,3,0,0.0
box,make a wall/boundary,2.0,3,0.3198397755622864,2,1,0.712875197472354
box,as a spaceship,2.2,3,0.2990444302558899,1,0,0.0
box,puppet theater,2.7,2,0.2935256361961365,2,0,0.0
box,sleep,1.3,1,0.31687361001968384,1,1,0.9020537124802528
box,can be a foot rest,2.0,5,0.27960604429244995,2,0,0.0
box,make entertainment center,2.2,3,0.3196243643760681,3,1,0.712875197472354
box,Dance on,1.9,2,0.3066285252571106,1,0,0.0
box,Christmas present,1.3,2,0.35399991273880005,2,0,0.0
box,car if you attach wheels,1.3,5,0.31181520223617554,3,1,0.7768562401263823
box,child's toy racecar,2.1,4,0.3298376798629761,4,1,0.8732227488151658
box,shelter/cover,1.0,1,0.3203081488609314,1,0,0.0
box,cat carrier,1.0,2,0.29705721139907837,2,1,0.8649289099526066
box,cube hat,1.7,2,0.3106801509857178,2,1,0.8649289099526066
box,no budget dinner table,2.0,4,0.31175464391708374,3,1,0.8732227488151658
box,murder weapon,2.7,2,0.32246673107147217,2,0,0.0
box,be a robot,1.9,3,0.2831265330314636,1,0,0.0
box,turn it into a pinata,2.3,5,0.3318405747413635,2,0,0.0
box,you could sell puppies out of it,1.3,7,0.34812724590301514,3,1,0.712875197472354
box,makeshift shoe,2.7,2,0.28914308547973633,2,0,0.0
box,"use as a stand (i.e., TV stand)",1.7,10,0.36624979972839355,8,1,0.712875197472354
box,condom,2.5,1,0.33758819103240967,1,0,0.0
box,a house for rabbits,1.0,4,0.29134076833724976,2,1,0.7768562401263823
box,stealth hiding place,2.0,3,0.303630530834198,3,1,0.8700631911532386
box,chairs,1.3,1,0.32655560970306396,1,0,0.0
box,roof,2.0,1,0.32491469383239746,1,0,0.0
